Sorting Algorith Name,Array Length,Num. of Comparisons,Run Time
optimal_bubble_sort,1000,999,0.0889
heap_sort,1000,7395,4.571
general_count_sort,1000,0,0.4258
selection_sort,2000,1999000,180.1856
insertion_sort,2000,965609,143.7941
merge_sort,2000,21952,6.7248
quick_sort,2000,1999,3.3586
bubble_sort,2000,1999000,327.4059
optimal_bubble_sort,2000,1999,0.3562
heap_sort,2000,16025,13.1023
general_count_sort,2000,0,1.0805
selection_sort,100,4950,0.9608
insertion_sort,100,2499,0.484
merge_sort,100,672,0.3793
quick_sort,100,99,0.1698
bubble_sort,100,4950,0.9451
optimal_bubble_sort,100,99,0.0613
heap_sort,100,475,0.9265
general_count_sort,100,0,0.1242
selection_sort,200,19900,2.5542
insertion_sort,200,10248,2.423
merge_sort,200,1544,1.7161
quick_sort,200,199,0.3843
bubble_sort,200,19900,3.8826
optimal_bubble_sort,200,199,0.0396
heap_sort,200,1071,0.8585
general_count_sort,200,0,0.1407
selection_sort,400,79800,9.177
insertion_sort,400,39384,6.7544
merge_sort,400,3488,1.4622
quick_sort,400,399,0.5927
bubble_sort,400,79800,11.8701
optimal_bubble_sort,400,399,0.0408
heap_sort,400,2585,1.6062
general_count_sort,400,0,0.1757
selection_sort,800,319600,27.2572
insertion_sort,800,167373,26.8462
merge_sort,800,7776,2.563
quick_sort,800,799,1.5166
bubble_sort,800,319600,47.3363
optimal_bubble_sort,800,799,0.0761
heap_sort,800,5779,3.2539
general_count_sort,800,0,0.3555
selection_sort,1000,499500,43.9219
insertion_sort,1000,245298,39.4621
merge_sort,1000,9976,3.1841
quick_sort,1000,999,1.8179
bubble_sort,1000,499500,71.2183
optimal_bubble_sort,1000,999,0.0925
heap_sort,1000,7348,4.3852
general_count_sort,1000,0,0.4139
selection_sort,2000,1999000,153.4872
insertion_sort,2000,993709,157.196
merge_sort,2000,21952,7.5769
quick_sort,2000,1999,4.2617
bubble_sort,2000,1999000,278.8498
optimal_bubble_sort,2000,1999,0.2165
heap_sort,2000,15838,9.5005
general_count_sort,2000,0,0.7651
selection_sort,100,4950,0.8595
insertion_sort,100,2575,0.4427
merge_sort,100,672,0.3521
quick_sort,100,99,0.3331
bubble_sort,100,4950,1.5581
optimal_bubble_sort,100,99,0.0238
heap_sort,100,463,0.6757
general_count_sort,100,0,0.139
selection_sort,200,19900,2.0974
insertion_sort,200,10665,2.48
merge_sort,200,1544,0.8483
quick_sort,200,199,0.3779
bubble_sort,200,19900,3.7858
optimal_bubble_sort,200,199,0.0277
heap_sort,200,1124,1.0312
general_count_sort,200,0,0.1364
selection_sort,400,79800,9.8469
insertion_sort,400,40767,8.3592
merge_sort,400,3488,1.6043
quick_sort,400,399,1.3196
bubble_sort,400,79800,14.1129
optimal_bubble_sort,400,399,0.0465
heap_sort,400,2523,1.7242
general_count_sort,400,0,0.1988
selection_sort,800,319600,28.312
insertion_sort,800,160595,25.8036
merge_sort,800,7776,2.8548
quick_sort,800,799,1.364
bubble_sort,800,319600,47.5607
optimal_bubble_sort,800,799,0.0761
heap_sort,800,5802,3.1064
general_count_sort,800,0,0.3006
selection_sort,1000,499500,37.1084
insertion_sort,1000,246229,41.6548
merge_sort,1000,9976,5.0299
quick_sort,1000,999,2.0301
bubble_sort,1000,499500,77.7609
optimal_bubble_sort,1000,999,0.1135
heap_sort,1000,7332,4.2927
general_count_sort,1000,0,0.4492
selection_sort,2000,1999000,155.0753
insertion_sort,2000,990050,149.9138
merge_sort,2000,21952,7.6287
quick_sort,2000,1999,3.9265
bubble_sort,2000,1999000,286.3584
optimal_bubble_sort,2000,1999,0.2658
heap_sort,2000,16041,9.4578
general_count_sort,2000,0,0.8469
selection_sort,100,4950,1.0202
insertion_sort,100,2391,0.5491
merge_sort,100,672,0.3181
quick_sort,100,99,0.1163
bubble_sort,100,4950,0.8223
optimal_bubble_sort,100,99,0.0234
heap_sort,100,456,0.3965
general_count_sort,100,0,0.1233
selection_sort,100,4950,1.2825
insertion_sort,100,2531,0.5331
merge_sort,100,672,0.4413
quick_sort,100,99,0.1454
bubble_sort,100,4950,0.9604
optimal_bubble_sort,100,99,0.0365
heap_sort,100,440,0.4084
general_count_sort,100,0,0.0732
selection_sort,200,19900,2.0158
insertion_sort,200,9850,1.9896
merge_sort,200,1544,0.8097
quick_sort,200,199,0.313
bubble_sort,200,19900,3.1066
optimal_bubble_sort,200,199,0.0217
heap_sort,200,1123,0.6714
general_count_sort,200,0,0.1004
selection_sort,200,19900,1.5385
insertion_sort,200,9817,1.37
merge_sort,200,1544,0.5965
quick_sort,200,199,0.262
bubble_sort,200,19900,2.7089
optimal_bubble_sort,200,199,0.021
heap_sort,200,1099,0.6826
general_count_sort,200,0,0.0894
selection_sort,400,79800,6.0418
insertion_sort,400,40636,6.3658
merge_sort,400,3488,1.1158
quick_sort,400,399,0.8907
bubble_sort,400,79800,12.1038
optimal_bubble_sort,400,399,0.0379
heap_sort,400,2517,1.7695
general_count_sort,400,0,0.2208
selection_sort,400,79800,6.5782
insertion_sort,400,38728,5.7199
merge_sort,400,3488,1.2584
quick_sort,400,399,0.5627
bubble_sort,400,79800,10.2539
optimal_bubble_sort,400,399,0.0355
heap_sort,400,2536,1.4036
general_count_sort,400,0,0.1566
selection_sort,800,319600,24.6029
insertion_sort,800,162253,30.3938
merge_sort,800,7776,2.5036
quick_sort,800,799,1.2817
bubble_sort,800,319600,45.589
optimal_bubble_sort,800,799,0.0703
heap_sort,800,5764,2.9581
general_count_sort,800,0,0.3035
selection_sort,800,319600,22.5091
insertion_sort,800,156377,22.5763
merge_sort,800,7776,2.2843
quick_sort,800,799,1.2295
bubble_sort,800,319600,63.2548
optimal_bubble_sort,800,799,0.1619
heap_sort,800,5784,7.0674
general_count_sort,800,0,0.9513
selection_sort,1000,499500,71.1071
insertion_sort,1000,248998,44.3075
merge_sort,1000,9976,5.6736
quick_sort,1000,999,2.3305
bubble_sort,1000,499500,134.8698
optimal_bubble_sort,1000,999,0.1442
heap_sort,1000,7443,4.4758
general_count_sort,1000,0,0.4385
selection_sort,1000,499500,38.9268
insertion_sort,1000,246593,40.8847
merge_sort,1000,9976,4.7939
quick_sort,1000,999,2.3434
bubble_sort,1000,499500,111.8314
optimal_bubble_sort,1000,999,0.1287
heap_sort,1000,7424,8.0533
general_count_sort,1000,0,0.5965
selection_sort,2000,1999000,198.35
insertion_sort,2000,1004491,199.9407
merge_sort,2000,21952,11.8866
quick_sort,2000,1999,7.031
bubble_sort,2000,1999000,382.8249
optimal_bubble_sort,2000,1999,0.185
heap_sort,2000,15834,8.4314
general_count_sort,2000,0,0.7627
selection_sort,2000,1999000,202.1596
insertion_sort,2000,1002109,179.6644
merge_sort,2000,21952,12.079
quick_sort,2000,1999,6.3031
bubble_sort,2000,1999000,370.2035
optimal_bubble_sort,2000,1999,0.1855
heap_sort,2000,15996,8.3761
general_count_sort,2000,0,0.7396
selection_sort,100,4950,0.9429
insertion_sort,100,2746,0.989
merge_sort,100,672,0.2689
quick_sort,100,99,0.1597
bubble_sort,100,4950,0.7458
optimal_bubble_sort,100,99,0.0303
heap_sort,100,466,0.3912
general_count_sort,100,0,0.0944
selection_sort,100,4950,0.7238
insertion_sort,100,2313,0.6595
merge_sort,100,672,0.3583
quick_sort,100,99,0.1607
bubble_sort,100,4950,1.6029
optimal_bubble_sort,100,99,0.0489
heap_sort,100,464,0.4544
general_count_sort,100,0,0.133
selection_sort,200,19900,2.1782
insertion_sort,200,10287,1.9574
merge_sort,200,1544,1.3177
quick_sort,200,199,0.5748
bubble_sort,200,19900,6.134
optimal_bubble_sort,200,199,0.0374
heap_sort,200,1122,1.3003
general_count_sort,200,0,0.1936
selection_sort,200,19900,1.5559
insertion_sort,200,10244,1.4608
merge_sort,200,1544,0.576
quick_sort,200,199,0.2348
bubble_sort,200,19900,2.8608
optimal_bubble_sort,200,199,0.0212
heap_sort,200,1109,0.6678
general_count_sort,200,0,0.097
selection_sort,400,79800,7.7152
insertion_sort,400,41872,7.7169
merge_sort,400,3488,1.8384
quick_sort,400,399,0.7713
bubble_sort,400,79800,17.7271
optimal_bubble_sort,400,399,0.0772
heap_sort,400,2528,2.5179
general_count_sort,400,0,0.3219
selection_sort,400,79800,12.567
insertion_sort,400,39588,10.8113
merge_sort,400,3488,2.1808
quick_sort,400,399,0.9394
bubble_sort,400,79800,21.3444
optimal_bubble_sort,400,399,0.0906
heap_sort,400,2589,2.5954
general_count_sort,400,0,0.2537
selection_sort,800,319600,28.2123
insertion_sort,800,152812,23.4389
merge_sort,800,7776,2.5523
quick_sort,800,799,1.3726
bubble_sort,800,319600,67.1899
optimal_bubble_sort,800,799,0.1352
heap_sort,800,5835,5.9783
general_count_sort,800,0,0.4458
selection_sort,800,319600,39.2756
insertion_sort,800,156046,32.7086
merge_sort,800,7776,2.6
quick_sort,800,799,1.3599
bubble_sort,800,319600,41.5578
optimal_bubble_sort,800,799,0.0694
heap_sort,800,5768,2.9869
general_count_sort,800,0,0.3073
selection_sort,1000,499500,36.0267
insertion_sort,1000,254484,43.4008
merge_sort,1000,9976,3.3128
quick_sort,1000,999,1.6479
bubble_sort,1000,499500,67.4355
optimal_bubble_sort,1000,999,0.0873
heap_sort,1000,7401,3.7632
general_count_sort,1000,0,0.3929
selection_sort,1000,499500,34.8501
insertion_sort,1000,252147,35.944
merge_sort,1000,9976,3.2651
quick_sort,1000,999,1.5962
bubble_sort,1000,499500,65.1817
optimal_bubble_sort,1000,999,0.0877
heap_sort,1000,7406,3.8085
general_count_sort,1000,0,0.3767
selection_sort,2000,1999000,144.4628
insertion_sort,2000,997173,225.2166
merge_sort,2000,21952,14.1497
quick_sort,2000,1999,6.2344
bubble_sort,2000,1999000,375.953
optimal_bubble_sort,2000,1999,0.1781
heap_sort,2000,15873,11.0025
general_count_sort,2000,0,1.3137
selection_sort,2000,1999000,195.154
insertion_sort,2000,964235,166.6594
merge_sort,2000,21952,11.7843
quick_sort,2000,1999,6.2244
bubble_sort,2000,1999000,290.7548
optimal_bubble_sort,2000,1999,0.1752
heap_sort,2000,15857,8.1859
general_count_sort,2000,0,0.7756
selection_sort,100,4950,1.5097
insertion_sort,100,2677,0.4692
merge_sort,100,672,0.319
quick_sort,100,99,0.118
bubble_sort,100,4950,0.6938
optimal_bubble_sort,100,99,0.02
heap_sort,100,462,0.443
general_count_sort,100,0,0.0772
selection_sort,100,4950,1.6074
insertion_sort,100,2097,2.131
merge_sort,100,672,1.3545
quick_sort,100,99,0.2849
bubble_sort,100,4950,0.7956
optimal_bubble_sort,100,99,0.0226
heap_sort,100,464,0.716
general_count_sort,100,0,0.0713
selection_sort,100,4950,0.6382
insertion_sort,100,2451,0.6514
merge_sort,100,672,0.5493
quick_sort,100,99,0.1683
bubble_sort,100,4950,0.9832
optimal_bubble_sort,100,99,0.016
heap_sort,100,467,0.7823
general_count_sort,100,0,0.0908
selection_sort,200,19900,2.1579
insertion_sort,200,9982,1.956
merge_sort,200,1544,0.803
quick_sort,200,199,0.2792
bubble_sort,200,19900,2.984
optimal_bubble_sort,200,199,0.0215
heap_sort,200,1075,1.2624
general_count_sort,200,0,0.1497
selection_sort,200,19900,1.5616
insertion_sort,200,10107,1.43
merge_sort,200,1544,0.664
quick_sort,200,199,0.3412
bubble_sort,200,19900,2.7881
optimal_bubble_sort,200,199,0.0205
heap_sort,200,1105,0.6669
general_count_sort,200,0,0.0861
selection_sort,400,79800,6.4898
insertion_sort,400,37115,5.3816
merge_sort,400,3488,1.1644
quick_sort,400,399,0.5405
bubble_sort,400,79800,11.188
optimal_bubble_sort,400,399,0.0424
heap_sort,400,2539,1.5171
general_count_sort,400,0,0.1833
selection_sort,400,79800,6.6996
insertion_sort,400,39524,5.856
merge_sort,400,3488,1.1315
quick_sort,400,399,0.5209
bubble_sort,400,79800,10.3126
optimal_bubble_sort,400,399,0.0355
heap_sort,400,2582,1.3771
general_count_sort,400,0,0.1481
selection_sort,800,319600,23.5147
insertion_sort,800,158200,25.2604
merge_sort,800,7776,2.5167
quick_sort,800,799,1.3473
bubble_sort,800,319600,44.3897
optimal_bubble_sort,800,799,0.0708
heap_sort,800,5761,3.0019
general_count_sort,800,0,0.2909
selection_sort,800,319600,25.9748
insertion_sort,800,154724,27.5128
merge_sort,800,7776,4.4384
quick_sort,800,799,1.8601
bubble_sort,800,319600,77.4157
optimal_bubble_sort,800,799,0.1769
heap_sort,800,5787,5.9891
general_count_sort,800,0,0.4952
selection_sort,1000,499500,45.0459
insertion_sort,1000,244203,47.3309
merge_sort,1000,9976,4.6608
quick_sort,1000,999,3.7251
bubble_sort,1000,499500,119.2093
optimal_bubble_sort,1000,999,0.1192
heap_sort,1000,7373,4.5078
general_count_sort,1000,0,0.4678
selection_sort,1000,499500,35.6646
insertion_sort,1000,241981,35.6672
merge_sort,1000,9976,2.9318
quick_sort,1000,999,1.5581
bubble_sort,1000,499500,64.3463
optimal_bubble_sort,1000,999,0.0863
heap_sort,1000,7411,3.8028
general_count_sort,1000,0,0.3574
selection_sort,2000,1999000,150.975
insertion_sort,2000,978422,139.8222
merge_sort,2000,21952,6.7625
quick_sort,2000,1999,3.5233
bubble_sort,2000,1999000,264.5843
optimal_bubble_sort,2000,1999,0.174
heap_sort,2000,15875,8.307
general_count_sort,2000,0,0.6909
selection_sort,2000,1999000,143.6908
insertion_sort,2000,1023163,147.2068
merge_sort,2000,21952,6.6023
quick_sort,2000,1999,3.4499
bubble_sort,2000,1999000,269.4838
optimal_bubble_sort,2000,1999,0.1721
heap_sort,2000,15932,8.1618
general_count_sort,2000,0,0.7017
selection_sort,100,4950,1.4465
insertion_sort,100,2807,0.7133
merge_sort,100,672,0.5808
quick_sort,100,99,0.2372
bubble_sort,100,4950,0.7713
optimal_bubble_sort,100,99,0.0145
heap_sort,100,464,0.7336
general_count_sort,100,0,0.0906
selection_sort,100,4950,0.5591
insertion_sort,100,2369,0.4578
merge_sort,100,672,0.4039
quick_sort,100,99,0.2027
bubble_sort,100,4950,1.1187
optimal_bubble_sort,100,99,0.0451
heap_sort,100,465,0.4334
general_count_sort,100,0,0.0713
selection_sort,200,19900,2.6205
insertion_sort,200,9905,2.1024
merge_sort,200,1544,0.8557
quick_sort,200,199,0.3197
bubble_sort,200,19900,7.6399
optimal_bubble_sort,200,199,0.0434
heap_sort,200,1078,1.6427
general_count_sort,200,0,0.1154
selection_sort,200,19900,1.9567
insertion_sort,200,9293,1.7483
merge_sort,200,1544,0.7622
quick_sort,200,199,0.3917
bubble_sort,200,19900,4.1034
optimal_bubble_sort,200,199,0.0534
heap_sort,200,1115,0.8583
general_count_sort,200,0,0.1249
selection_sort,400,79800,6.9315
insertion_sort,400,41105,8.678
merge_sort,400,3488,1.1597
quick_sort,400,399,0.5505
bubble_sort,400,79800,16.2132
optimal_bubble_sort,400,399,0.0501
heap_sort,400,2536,1.9777
general_count_sort,400,0,0.211
selection_sort,400,79800,10.7863
insertion_sort,400,39480,8.7202
merge_sort,400,3488,2.0781
quick_sort,400,399,1.4718
bubble_sort,400,79800,24.1511
optimal_bubble_sort,400,399,0.0551
heap_sort,400,2564,2.1305
general_count_sort,400,0,0.2153
selection_sort,800,319600,41.0788
insertion_sort,800,160777,26.8483
merge_sort,800,7776,2.7809
quick_sort,800,799,1.4207
bubble_sort,800,319600,57.4107
optimal_bubble_sort,800,799,0.1194
heap_sort,800,5779,7.695
general_count_sort,800,0,1.1184
selection_sort,800,319600,42.1634
insertion_sort,800,159738,25.3654
merge_sort,800,7776,2.4111
quick_sort,800,799,1.1971
bubble_sort,800,319600,41.2197
optimal_bubble_sort,800,799,0.0825
heap_sort,800,5800,3.0439
general_count_sort,800,0,0.3297
selection_sort,1000,499500,54.1549
insertion_sort,1000,251711,60.7693
merge_sort,1000,9976,5.2443
quick_sort,1000,999,2.6383
bubble_sort,1000,499500,79.8607
optimal_bubble_sort,1000,999,0.0868
heap_sort,1000,7371,3.7525
general_count_sort,1000,0,0.3669
selection_sort,1000,499500,35.2626
insertion_sort,1000,256548,35.6209
merge_sort,1000,9976,2.9144
quick_sort,1000,999,1.5302
bubble_sort,1000,499500,66.9217
optimal_bubble_sort,1000,999,0.0951
heap_sort,1000,7354,3.7677
general_count_sort,1000,0,0.361
selection_sort,2000,1999000,153.147
insertion_sort,2000,996824,147.6028
merge_sort,2000,21952,6.8412
quick_sort,2000,1999,3.3941
bubble_sort,2000,1999000,347.502
optimal_bubble_sort,2000,1999,0.174
heap_sort,2000,15995,8.2035
general_count_sort,2000,0,0.6812
selection_sort,2000,1999000,142.0572
insertion_sort,2000,1020252,145.4141
merge_sort,2000,21952,6.4692
quick_sort,2000,1999,3.5701
bubble_sort,2000,1999000,358.0871
optimal_bubble_sort,2000,1999,0.1774
heap_sort,2000,16034,8.2409
general_count_sort,2000,0,0.7117
selection_sort,100,4950,0.988
insertion_sort,100,2421,0.6394
merge_sort,100,672,0.3755
quick_sort,100,99,0.1214
bubble_sort,100,4950,0.6878
optimal_bubble_sort,100,99,0.0145
heap_sort,100,464,0.5114
general_count_sort,100,0,0.0989
selection_sort,200,19900,1.9023
insertion_sort,200,10585,1.9186
merge_sort,200,1544,0.8366
quick_sort,200,199,0.586
bubble_sort,200,19900,4.7023
optimal_bubble_sort,200,199,0.0372
heap_sort,200,1118,0.9141
general_count_sort,200,0,0.134
selection_sort,400,79800,9.217
insertion_sort,400,39561,7.3526
merge_sort,400,3488,1.5469
quick_sort,400,399,0.5784
bubble_sort,400,79800,10.8039
optimal_bubble_sort,400,399,0.0377
heap_sort,400,2543,1.4606
general_count_sort,400,0,0.1614
selection_sort,800,319600,22.6698
insertion_sort,800,158944,21.868
merge_sort,800,7776,2.3136
quick_sort,800,799,1.1961
bubble_sort,800,319600,42.0825
optimal_bubble_sort,800,799,0.0801
heap_sort,800,5830,3.8972
general_count_sort,800,0,0.3538
selection_sort,1000,499500,41.3854
insertion_sort,1000,242282,48.4831
merge_sort,1000,9976,4.673
quick_sort,1000,999,2.5713
bubble_sort,1000,499500,90.3616
optimal_bubble_sort,1000,999,0.1318
heap_sort,1000,7440,6.1843
general_count_sort,1000,0,0.5283
selection_sort,2000,1999000,236.8841
insertion_sort,2000,1008325,171.8028
merge_sort,2000,21952,8.3089
quick_sort,2000,1999,4.5753
bubble_sort,2000,1999000,307.6425
optimal_bubble_sort,2000,1999,0.1726
heap_sort,2000,15907,8.2016
general_count_sort,2000,0,0.6919
selection_sort,100,4950,1.3292
insertion_sort,100,2315,0.5248
merge_sort,100,672,0.3359
quick_sort,100,99,0.1259
bubble_sort,100,4950,0.6802
optimal_bubble_sort,100,99,0.0274
heap_sort,100,458,0.3612
general_count_sort,100,0,0.057
selection_sort,200,19900,1.7364
insertion_sort,200,9849,2.5654
merge_sort,200,1544,1.2789
quick_sort,200,199,0.8307
bubble_sort,200,19900,3.5675
optimal_bubble_sort,200,199,0.0279
heap_sort,200,1123,1.0369
general_count_sort,200,0,0.1121
selection_sort,400,79800,9.8526
insertion_sort,400,40244,7.8981
merge_sort,400,3488,1.5378
quick_sort,400,399,0.6373
bubble_sort,400,79800,10.884
optimal_bubble_sort,400,399,0.0374
heap_sort,400,2524,1.3719
general_count_sort,400,0,0.1528
selection_sort,800,319600,22.2704
insertion_sort,800,160574,22.6648
merge_sort,800,7776,2.3057
quick_sort,800,799,1.1506
bubble_sort,800,319600,41.6396
optimal_bubble_sort,800,799,0.0691
heap_sort,800,5764,2.9912
general_count_sort,800,0,0.2954
selection_sort,1000,499500,35.0258
insertion_sort,1000,249921,35.2712
merge_sort,1000,9976,3.0236
quick_sort,1000,999,1.5299
bubble_sort,1000,499500,80.0228
optimal_bubble_sort,1000,999,0.1032
heap_sort,1000,7383,5.4014
general_count_sort,1000,0,0.5591
selection_sort,2000,1999000,166.5277
insertion_sort,2000,968470,193.4144
merge_sort,2000,21952,11.6251
quick_sort,2000,1999,5.9516
bubble_sort,2000,1999000,308.5682
optimal_bubble_sort,2000,1999,0.1884
heap_sort,2000,15862,9.846
general_count_sort,2000,0,0.8931
selection_sort,20,190,0.0587
insertion_sort,20,135,0.037
merge_sort,20,88,0.0947
quick_sort,20,19,0.0339
bubble_sort,20,190,0.0739
optimal_bubble_sort,20,19,0.0079
heap_sort,20,51,0.0668
general_count_sort,20,0,0.0288
selection_sort,100,4950,0.7401
insertion_sort,100,2419,0.4547
merge_sort,100,672,0.5343
quick_sort,100,99,0.2444
bubble_sort,100,4950,1.2589
optimal_bubble_sort,100,99,0.0143
heap_sort,100,461,0.3421
general_count_sort,100,0,0.0808
selection_sort,200,19900,2.7616
insertion_sort,200,9323,2.0087
merge_sort,200,1544,1.1628
quick_sort,200,199,0.5431
bubble_sort,200,19900,4.3404
optimal_bubble_sort,200,199,0.0422
heap_sort,200,1067,0.9151
general_count_sort,200,0,0.1621
selection_sort,400,79800,9.3708
insertion_sort,400,41929,8.0287
merge_sort,400,3488,1.303
quick_sort,400,399,0.5794
bubble_sort,400,79800,11.029
optimal_bubble_sort,400,399,0.0377
heap_sort,400,2532,1.3626
general_count_sort,400,0,0.1497
selection_sort,800,319600,22.6896
insertion_sort,800,155374,21.7378
merge_sort,800,7776,2.2953
quick_sort,800,799,1.2183
bubble_sort,800,319600,42.979
optimal_bubble_sort,800,799,0.071
heap_sort,800,5745,2.9166
general_count_sort,800,0,0.2782
selection_sort,1000,499500,35.2328
insertion_sort,1000,242512,34.1413
merge_sort,1000,9976,2.929
quick_sort,1000,999,1.591
bubble_sort,1000,499500,74.3663
optimal_bubble_sort,1000,999,0.0966
heap_sort,1000,7311,4.75
general_count_sort,1000,0,0.4797
selection_sort,2000,1999000,173.8834
insertion_sort,2000,981266,161.0312
merge_sort,2000,21952,7.9455
quick_sort,2000,1999,4.3399
bubble_sort,2000,1999000,303.5109
optimal_bubble_sort,2000,1999,0.1853
heap_sort,2000,16009,10.8566
general_count_sort,2000,0,0.9873
selection_sort,100,4950,1.1322
insertion_sort,100,2501,0.4768
merge_sort,100,672,0.3431
quick_sort,100,99,0.134
bubble_sort,100,4950,0.7327
optimal_bubble_sort,100,99,0.02
heap_sort,100,471,0.3867
general_count_sort,100,0,0.1423
selection_sort,200,19900,2.8577
insertion_sort,200,10780,2.1343
merge_sort,200,1544,0.8185
quick_sort,200,199,0.339
bubble_sort,200,19900,4.2751
optimal_bubble_sort,200,199,0.0327
heap_sort,200,1105,0.8624
general_count_sort,200,0,0.129
selection_sort,400,79800,8.7531
insertion_sort,400,40202,7.1049
merge_sort,400,3488,1.5893
quick_sort,400,399,0.5898
bubble_sort,400,79800,13.7634
optimal_bubble_sort,400,399,0.0448
heap_sort,400,2613,1.6196
general_count_sort,400,0,0.195
selection_sort,800,319600,24.9329
insertion_sort,800,156695,22.6426
merge_sort,800,7776,2.5313
quick_sort,800,799,1.4584
bubble_sort,800,319600,47.2875
optimal_bubble_sort,800,799,0.0727
heap_sort,800,5772,3.0146
general_count_sort,800,0,0.313
selection_sort,1000,499500,40.5335
insertion_sort,1000,258691,45.9073
merge_sort,1000,9976,4.1873
quick_sort,1000,999,2.4505
bubble_sort,1000,499500,99.1309
optimal_bubble_sort,1000,999,0.1194
heap_sort,1000,7374,6.5475
general_count_sort,1000,0,0.6561
selection_sort,2000,1999000,214.6919
insertion_sort,2000,1022312,176.7485
merge_sort,2000,21952,8.9624
quick_sort,2000,1999,4.0157
bubble_sort,2000,1999000,357.2614
optimal_bubble_sort,2000,1999,0.2973
heap_sort,2000,16001,11.6286
general_count_sort,2000,0,0.9356
selection_sort,100,4950,0.7966
insertion_sort,100,2567,0.6526
merge_sort,100,672,0.3939
quick_sort,100,99,0.1881
bubble_sort,100,4950,1.0781
optimal_bubble_sort,100,99,0.0169
heap_sort,100,469,0.4494
general_count_sort,100,0,0.1152
selection_sort,200,19900,3.0811
insertion_sort,200,10308,3.3364
merge_sort,200,1544,1.4729
quick_sort,200,199,0.5524
bubble_sort,200,19900,4.7843
optimal_bubble_sort,200,199,0.052
heap_sort,200,1080,1.0412
general_count_sort,200,0,0.1318
selection_sort,400,79800,10.458
insertion_sort,400,41452,13.3524
merge_sort,400,3488,2.9247
quick_sort,400,399,2.0432
bubble_sort,400,79800,19.1424
optimal_bubble_sort,400,399,0.0534
heap_sort,400,2529,1.9107
general_count_sort,400,0,0.2127
selection_sort,800,319600,41.7161
insertion_sort,800,158387,36.3724
merge_sort,800,7776,4.0619
quick_sort,800,799,2.4602
bubble_sort,800,319600,62.3367
optimal_bubble_sort,800,799,0.1266
heap_sort,800,5741,5.0592
general_count_sort,800,0,0.504
selection_sort,1000,499500,60.0009
insertion_sort,1000,242459,50.3948
merge_sort,1000,9976,3.9685
quick_sort,1000,999,1.7941
bubble_sort,1000,499500,68.5782
optimal_bubble_sort,1000,999,0.0913
heap_sort,1000,7369,3.7942
general_count_sort,1000,0,0.35
selection_sort,2000,1999000,167.3138
insertion_sort,2000,1004159,213.1643
merge_sort,2000,21952,14.7612
quick_sort,2000,1999,6.7773
bubble_sort,2000,1999000,403.9502
optimal_bubble_sort,2000,1999,0.186
heap_sort,2000,15990,8.3106
general_count_sort,2000,0,0.7114
selection_sort,100,4950,1.0321
insertion_sort,100,2022,0.4318
merge_sort,100,672,0.3622
quick_sort,100,99,0.2165
bubble_sort,100,4950,1.2183
optimal_bubble_sort,100,99,0.0243
heap_sort,100,469,0.4277
general_count_sort,100,0,0.0904
selection_sort,200,19900,2.9759
insertion_sort,200,10564,2.3649
merge_sort,200,1544,1.6932
quick_sort,200,199,0.6349
bubble_sort,200,19900,4.4482
optimal_bubble_sort,200,199,0.0291
heap_sort,200,1111,1.0386
general_count_sort,200,0,0.1194
selection_sort,400,79800,9.5603
insertion_sort,400,37154,8.3401
merge_sort,400,3488,1.8742
quick_sort,400,399,1.2619
bubble_sort,400,79800,16.9101
optimal_bubble_sort,400,399,0.0796
heap_sort,400,2548,1.9505
general_count_sort,400,0,0.2518
selection_sort,800,319600,41.9586
insertion_sort,800,157103,40.2911
merge_sort,800,7776,3.3903
quick_sort,800,799,1.6744
bubble_sort,800,319600,59.6862
optimal_bubble_sort,800,799,0.1018
heap_sort,800,5807,4.5297
general_count_sort,800,0,0.5138
selection_sort,1000,499500,78.8887
insertion_sort,1000,253555,49.4361
merge_sort,1000,9976,4.3283
quick_sort,1000,999,2.224
bubble_sort,1000,499500,84.9214
optimal_bubble_sort,1000,999,0.1123
heap_sort,1000,7356,5.8999
general_count_sort,1000,0,0.5021
selection_sort,2000,1999000,182.7369
insertion_sort,2000,1024236,162.7433
merge_sort,2000,21952,9.4862
quick_sort,2000,1999,4.6566
bubble_sort,2000,1999000,386.168
optimal_bubble_sort,2000,1999,0.2549
heap_sort,2000,15949,15.1436
general_count_sort,2000,0,1.899
selection_sort,100,4950,0.9949
insertion_sort,100,2560,0.5984
merge_sort,100,672,0.3026
quick_sort,100,99,0.2105
bubble_sort,100,4950,1.2064
optimal_bubble_sort,100,99,0.0191
heap_sort,100,460,0.3643
general_count_sort,100,0,0.0989
selection_sort,200,19900,3.0482
insertion_sort,200,10398,4.5152
merge_sort,200,1544,1.2932
quick_sort,200,199,0.5946
bubble_sort,200,19900,4.4193
optimal_bubble_sort,200,199,0.0298
heap_sort,200,1119,1.3006
general_count_sort,200,0,0.2213
selection_sort,400,79800,12.6517
insertion_sort,400,38286,13.8078
merge_sort,400,3488,3.4399
quick_sort,400,399,0.9384
bubble_sort,400,79800,19.0136
optimal_bubble_sort,400,399,0.0608
heap_sort,400,2602,2.1789
general_count_sort,400,0,0.3474
selection_sort,800,319600,41.0337
insertion_sort,800,155516,39.103
merge_sort,800,7776,3.6986
quick_sort,800,799,1.7188
bubble_sort,800,319600,60.5025
optimal_bubble_sort,800,799,0.0997
heap_sort,800,5807,4.6055
general_count_sort,800,0,0.4663
